NC_1	NC_2	NC_3	NC_4	NC_5	NC_6	Tomato_1	Tomato_2	Tomato_3	Tomato_4	Tomato_5	Tomato_6
6	3	9	0	0	4	0	0	0	0	0	0
6	0	0	7	6	0	3	0	0	0	0	0
5	0	0	0	0	0	0	9	0	0	0	8
5	0	9	0	6	2	0	0	0	0	0	0
5	0	6	7	4	0	0	0	0	0	0	0
2	6	6	0	2	4	0	0	2	0	0	0
0	12	0	0	10	0	0	0	0	0	0	0
0	7	0	4	5	0	0	0	0	6	0	0
0	0	22	0	0	0	0	0	0	0	0	0
0	0	12	10	0	0	0	0	0	0	0	0
0	0	9	6	7	0	0	0	0	0	0	0
0	0	2	0	0	13	0	4	0	3	0	0
0	0	0	22	0	0	0	0	0	0	0	0
0	0	0	16	0	0	6	0	0	0	0	0
0	0	0	0	0	0	22	0	0	0	0	0
0	0	0	0	0	0	10	0	0	0	0	12
0	0	0	0	0	0	0	22	0	0	0	0
0	0	0	0	0	0	0	0	10	12	0	0
0	0	0	0	0	0	0	0	0	0	0	22
0	0	0	0	0	0	0	0	0	0	0	22
15	0	6	0	0	0	0	0	0	0	0	0
12	0	0	9	0	0	0	0	0	0	0	0
12	0	0	0	9	0	0	0	0	0	0	0
10	0	11	0	0	0	0	0	0	0	0	0
6	0	0	5	4	2	0	0	0	4	0	0
5	5	4	0	7	0	0	0	0	0	0	0
4	0	0	2	10	5	0	0	0	0	0	0
0	21	0	0	0	0	0	0	0	0	0	0
0	9	0	12	0	0	0	0	0	0	0	0
0	7	7	0	0	0	0	7	0	0	0	0
0	0	5	3	4	2	3	0	0	4	0	0
0	0	0	21	0	0	0	0	0	0	0	0
0	0	0	0	0	0	10	0	11	0	0	0
0	0	0	0	0	0	0	5	0	9	4	3
0	0	0	0	0	0	0	0	0	0	21	0
0	0	0	0	0	0	0	0	0	0	21	0
20	0	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0
11	0	0	6	0	3	0	0	0	0	0	0
11	0	0	0	0	0	0	9	0	0	0	0
10	0	0	10	0	0	0	0	0	0	0	0
9	4	0	7	0	0	0	0	0	0	0	0
8	12	0	0	0	0	0	0	0	0	0	0
7	0	0	0	9	0	0	0	0	4	0	0
6	0	0	0	0	5	0	0	0	4	5	0
6	9	0	0	0	0	0	0	0	5	0	0
6	0	5	7	0	0	0	2	0	0	0	0
5	5	5	0	3	0	0	0	2	0	0	0
5	0	0	7	8	0	0	0	0	0	0	0
5	0	7	6	2	0	0	0	0	0	0	0
4	6	8	2	0	0	0	0	0	0	0	0
4	4	0	0	0	7	0	0	0	5	0	0
3	0	5	0	12	0	0	0	0	0	0	0
1	0	0	2	3	0	11	3	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0	0
0	10	0	0	0	10	0	0	0	0	0	0
0	9	11	0	0	0	0	0	0	0	0	0
0	5	0	4	4	3	0	0	0	4	0	0
0	0	20	0	0	0	0	0	0	0	0	0
0	0	6	6	4	0	0	0	0	0	0	4
0	0	5	0	4	0	5	6	0	0	0	0
0	0	5	0	6	0	9	0	0	0	0	0
0	0	0	5	0	5	0	10	0	0	0	0
0	0	0	0	20	0	0	0	0	0	0	0
0	0	0	0	20	0	0	0	0	0	0	0
0	0	0	0	0	0	9	8	0	3	0	0
0	0	0	0	0	0	8	0	0	0	0	12
0	0	0	0	0	0	0	20	0	0	0	0
0	0	0	0	0	0	0	10	0	0	0	10
0	0	0	0	0	0	0	0	4	10	0	6
0	0	0	0	0	0	0	0	0	0	20	0
0	0	0	0	0	0	0	0	0	0	20	0
0	0	0	0	0	0	0	0	0	0	20	0
0	0	0	0	0	0	0	0	0	0	0	20
0	0	0	0	0	0	0	0	0	0	0	20
19	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	5	0	0	0	0	0	0
9	0	5	0	5	0	0	0	0	0	0	0
8	3	0	8	0	0	0	0	0	0	0	0
8	3	0	4	4	0	0	0	0	0	0	0
8	0	0	8	0	0	0	0	0	3	0	0
6	6	0	0	2	0	0	5	0	0	0	0
5	4	2	4	0	4	0	0	0	0	0	0
5	0	9	0	5	0	0	0	0	0	0	0
4	0	6	5	0	4	0	0	0	0	0	0
4	5	0	0	3	0	0	0	2	3	0	2
3	6	0	0	3	0	0	0	2	5	0	0
2	4	6	4	0	3	0	0	0	0	0	0
0	16	0	0	0	0	0	0	3	0	0	0
0	12	0	0	0	7	0	0	0	0	0	0
0	10	9	0	0	0	0	0	0	0	0	0
0	7	8	0	4	0	0	0	0	0	0	0
0	4	5	3	0	7	0	0	0	0	0	0
0	4	0	6	6	0	0	0	0	0	3	0
0	3	0	4	3	0	0	0	2	0	7	0
0	0	19	0	0	0	0	0	0	0	0	0
0	0	8	5	6	0	0	0	0	0	0	0
0	0	7	6	6	0	0	0	0	0	0	0
0	0	0	19	0	0	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	13	0
0	0	0	0	0	0	3	0	0	9	7	0
0	0	0	0	0	0	0	9	4	0	0	6
0	0	0	0	0	0	0	0	0	0	19	0
18	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	3	0	0	0	0	0	0
10	0	0	0	0	8	0	0	0	0	0	0
9	9	0	0	0	0	0	0	0	0	0	0
9	0	4	5	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	9	0	0
8	0	6	0	0	0	2	0	0	0	0	2
7	0	5	0	6	0	0	0	0	0	0	0
7	0	0	0	5	3	0	3	0	0	0	0
5	0	5	0	8	0	0	0	0	0	0	0
5	0	0	0	7	6	0	0	0	0	0	0
5	0	0	5	0	5	0	3	0	0	0	0
5	8	3	0	0	0	0	0	0	2	0	0
4	0	0	0	5	0	0	0	3	6	0	0
4	0	0	9	0	3	0	0	0	2	0	0
4	5	4	0	5	0	0	0	0	0	0	0
3	15	0	0	0	0	0	0	0	0	0	0
0	18	0	0	0	0	0	0	0	0	0	0
0	12	6	0	0	0	0	0	0	0	0	0
0	10	8	0	0	0	0	0	0	0	0	0
0	7	0	0	0	11	0	0	0	0	0	0
0	6	4	0	0	0	0	8	0	0	0	0
0	5	4	9	0	0	0	0	0	0	0	0
0	3	0	7	3	2	0	0	3	0	0	0
0	0	18	0	0	0	0	0	0	0	0	0
0	0	9	0	9	0	0	0	0	0	0	0
0	0	8	10	0	0	0	0	0	0	0	0
0	0	2	4	5	5	0	0	2	0	0	0
0	0	0	18	0	0	0	0	0	0	0	0
0	0	0	18	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	11	0	0
0	0	0	6	12	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	12	0
0	0	0	0	0	18	0	0	0	0	0	0
0	0	0	0	0	0	18	0	0	0	0	0
0	0	0	0	0	0	9	0	0	0	9	0
0	0	0	0	0	0	4	7	0	0	3	4
0	0	0	0	0	0	0	0	10	0	8	0
0	0	0	0	0	0	0	0	0	0	0	18
17	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	6	0	0	0	0	0	0	0
10	0	3	0	0	4	0	0	0	0	0	0
8	0	0	7	2	0	0	0	0	0	0	0
8	5	0	0	4	0	0	0	0	0	0	0
6	0	4	4	0	0	0	0	3	0	0	0
6	11	0	0	0	0	0	0	0	0	0	0
4	0	7	0	0	0	0	0	0	0	6	0
4	0	0	0	4	4	0	0	0	5	0	0
0	7	5	0	0	0	0	0	5	0	0	0
0	4	0	7	0	6	0	0	0	0	0	0
0	0	17	0	0	0	0	0	0	0	0	0
0	0	10	7	0	0	0	0	0	0	0	0
0	0	7	0	7	0	0	3	0	0	0	0
0	0	0	17	0	0	0	0	0	0	0	0
0	0	0	17	0	0	0	0	0	0	0	0
0	0	0	17	0	0	0	0	0	0	0	0
0	0	0	17	0	0	0	0	0	0	0	0
0	0	0	9	0	8	0	0	0	0	0	0
0	0	0	6	5	0	6	0	0	0	0	0
0	0	0	4	0	10	0	0	0	3	0	0
0	0	0	0	17	0	0	0	0	0	0	0
0	0	0	0	17	0	0	0	0	0	0	0
0	0	0	0	17	0	0	0	0	0	0	0
0	0	0	0	0	17	0	0	0	0	0	0
0	0	0	0	0	0	12	0	0	5	0	0
0	0	0	0	0	0	0	7	0	10	0	0
0	0	0	0	0	0	0	0	13	4	0	0
0	0	0	0	0	0	0	0	9	0	0	8
0	0	0	0	0	0	0	0	0	17	0	0
16	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	5	0	0	0
8	0	0	0	0	0	0	0	0	8	0	0
7	0	0	9	0	0	0	0	0	0	0	0
5	0	5	0	6	0	0	0	0	0	0	0
5	0	11	0	0	0	0	0	0	0	0	0
4	8	0	0	4	0	0	0	0	0	0	0
4	7	5	0	0	0	0	0	0	0	0	0
4	0	0	0	6	0	0	0	0	0	0	6
3	0	0	0	7	6	0	0	0	0	0	0
0	16	0	0	0	0	0	0	0	0	0	0
0	8	0	0	8	0	0	0	0	0	0	0
0	6	10	0	0	0	0	0	0	0	0	0
0	4	6	0	6	0	0	0	0	0	0	0
0	3	0	13	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	0	0	0	0
0	0	5	4	0	0	0	4	0	0	0	3
0	0	5	5	4	0	2	0	0	0	0	0
0	0	4	7	0	0	0	0	0	0	5	0
0	0	4	8	0	0	0	0	0	0	0	4
0	0	0	16	0	0	0	0	0	0	0	0
0	0	0	10	0	0	0	0	0	6	0	0
0	0	0	5	5	0	1	1	0	0	0	4
0	0	0	0	16	0	0	0	0	0	0	0
0	0	0	0	16	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	8
0	0	0	0	7	9	0	0	0	0	0	0
0	0	0	0	0	16	0	0	0	0	0	0
0	0	0	0	0	16	0	0	0	0	0	0
0	0	0	0	0	0	16	0	0	0	0	0
0	0	0	0	0	0	12	0	4	0	0	0
0	0	0	0	0	0	4	0	6	6	0	0
0	0	0	0	0	0	0	0	7	9	0	0
0	0	0	0	0	0	0	0	0	16	0	0
0	0	0	0	0	0	0	0	0	0	0	16
15	0	0	0	0	0	0	0	0	0	0	0
5	0	6	0	0	0	0	0	0	4	0	0
5	6	4	0	0	0	0	0	0	0	0	0
3	0	0	12	0	0	0	0	0	0	0	0
2	3	0	2	5	0	0	0	0	2	1	0
0	15	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	6	0	0	0	0	0	0
0	7	0	0	0	8	0	0	0	0	0	0
0	5	2	0	5	0	0	3	0	0	0	0
0	0	15	0	0	0	0	0	0	0	0	0
0	0	15	0	0	0	0	0	0	0	0	0
0	0	7	8	0	0	0	0	0	0	0	0
0	0	0	15	0	0	0	0	0	0	0	0
0	0	0	15	0	0	0	0	0	0	0	0
0	0	0	7	3	2	0	0	0	3	0	0
0	0	0	5	3	5	0	0	2	0	0	0
0	0	0	0	15	0	0	0	0	0	0	0
0	0	0	0	15	0	0	0	0	0	0	0
0	0	0	0	15	0	0	0	0	0	0	0
0	0	0	0	0	15	0	0	0	0	0	0
0	0	0	0	0	0	15	0	0	0	0	0
0	0	0	0	0	0	15	0	0	0	0	0
0	0	0	0	0	0	15	0	0	0	0	0
0	0	0	0	0	0	5	0	0	0	5	5
0	0	0	0	0	0	0	15	0	0	0	0
0	0	0	0	0	0	0	9	6	0	0	0
0	0	0	0	0	0	0	0	15	0	0	0
0	0	0	0	0	0	0	0	0	15	0	0
0	0	0	0	0	0	0	0	0	10	5	0
14	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	3	0	0	0
8	0	6	0	0	0	0	0	0	0	0	0
8	6	0	0	0	0	0	0	0	0	0	0
7	0	0	7	0	0	0	0	0	0	0	0
5	0	0	9	0	0	0	0	0	0	0	0
5	0	3	3	3	0	0	0	0	0	0	0
4	0	0	10	0	0	0	0	0	0	0	0
3	0	0	3	0	2	0	4	0	0	0	2
0	14	0	0	0	0	0	0	0	0	0	0
0	14	0	0	0	0	0	0	0	0	0	0
0	3	3	0	5	3	0	0	0	0	0	0
0	0	14	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	9	0
0	0	5	9	0	0	0	0	0	0	0	0
0	0	5	0	0	9	0	0	0	0	0	0
0	0	5	9	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0
0	0	0	0	14	0	0	0	0	0	0	0
0	0	0	0	14	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	6	0	0
0	0	0	0	5	0	0	9	0	0	0	0
0	0	0	0	0	0	0	14	0	0	0	0
0	0	0	0	0	0	0	14	0	0	0	0
0	0	0	0	0	0	0	0	14	0	0	0
0	0	0	0	0	0	0	0	14	0	0	0
0	0	0	0	0	0	0	0	14	0	0	0
0	0	0	0	0	0	0	0	0	14	0	0
0	0	0	0	0	0	0	0	0	14	0	0
0	0	0	0	0	0	0	0	0	0	0	14
13	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0
9	4	0	0	0	0	0	0	0	0	0	0
7	0	4	0	2	0	0	0	0	0	0	0
7	0	0	0	0	6	0	0	0	0	0	0
7	0	0	0	0	6	0	0	0	0	0	0
7	0	0	6	0	0	0	0	0	0	0	0
6	7	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	5	2	0	0	0	0	0
3	4	0	6	0	0	0	0	0	0	0	0
3	0	6	0	4	0	0	0	0	0	0	0
0	13	0	0	0	0	0	0	0	0	0	0
0	9	4	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	5	0	0
0	8	5	0	0	0	0	0	0	0	0	0
0	8	0	0	5	0	0	0	0	0	0	0
0	7	0	6	0	0	0	0	0	0	0	0
0	7	0	3	0	0	0	0	0	3	0	0
0	7	0	6	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	6	0
0	6	7	0	0	0	0	0	0	0	0	0
0	6	0	0	0	7	0	0	0	0	0	0
0	5	0	0	8	0	0	0	0	0	0	0
0	5	0	4	4	0	0	0	0	0	0	0
0	3	0	3	4	3	0	0	0	0	0	0
0	0	13	0	0	0	0	0	0	0	0	0
0	0	13	0	0	0	0	0	0	0	0	0
0	0	13	0	0	0	0	0	0	0	0	0
0	0	13	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	6	0
0	0	6	0	7	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	8	0	5	0	0	0	0	0	0
0	0	0	6	7	0	0	0	0	0	0	0
0	0	0	5	8	0	0	0	0	0	0	0
0	0	0	5	6	0	0	0	0	0	0	2
0	0	0	2	2	0	0	0	4	5	0	0
0	0	0	0	13	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	6	0	0
0	0	0	0	5	0	0	0	0	6	0	2
0	0	0	0	0	0	13	0	0	0	0	0
0	0	0	0	0	0	13	0	0	0	0	0
0	0	0	0	0	0	4	0	0	0	9	0
0	0	0	0	0	0	0	4	0	0	4	5
0	0	0	0	0	0	0	0	13	0	0	0
0	0	0	0	0	0	0	0	0	13	0	0
0	0	0	0	0	0	0	0	0	13	0	0
0	0	0	0	0	0	0	0	0	13	0	0
0	0	0	0	0	0	0	0	0	0	0	13
0	0	0	0	0	0	0	0	0	0	0	13
12	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	3	0	0	0	0	0	0	0
6	0	0	6	0	0	0	0	0	0	0	0
5	7	0	0	0	0	0	0	0	0	0	0
3	9	0	0	0	0	0	0	0	0	0	0
1	0	11	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	3	0	0	0
0	7	0	5	0	0	0	0	0	0	0	0
0	6	0	0	3	3	0	0	0	0	0	0
0	6	6	0	0	0	0	0	0	0	0	0
0	4	0	5	3	0	0	0	0	0	0	0
0	2	4	0	0	0	6	0	0	0	0	0
0	0	12	0	0	0	0	0	0	0	0	0
0	0	12	0	0	0	0	0	0	0	0	0
0	0	12	0	0	0	0	0	0	0	0	0
0	0	12	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	5	0	0	0	0
0	0	5	7	0	0	0	0	0	0	0	0
0	0	4	3	0	0	2	0	0	0	3	0
0	0	3	0	0	6	0	0	0	3	0	0
0	0	2	0	0	0	4	3	3	0	0	0
0	0	0	12	0	0	0	0	0	0	0	0
0	0	0	12	0	0	0	0	0	0	0	0
0	0	0	12	0	0	0	0	0	0	0	0
0	0	0	8	4	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	5	0
0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	0	0	12	0	0	0	0	0	0
0	0	0	0	0	12	0	0	0	0	0	0
0	0	0	0	0	4	0	2	0	3	0	3
0	0	0	0	0	0	0	0	12	0	0	0
0	0	0	0	0	0	0	0	12	0	0	0
0	0	0	0	0	0	0	0	0	0	12	0
0	0	0	0	0	0	0	0	0	0	12	0
0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	0	0	0	0	12
11	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	3	0
7	4	0	0	0	0	0	0	0	0	0	0
7	0	4	0	0	0	0	0	0	0	0	0
7	0	0	4	0	0	0	0	0	0	0	0
6	0	0	5	0	0	0	0	0	0	0	0
5	0	0	0	6	0	0	0	0	0	0	0
5	0	2	0	0	0	0	0	0	4	0	0
5	0	6	0	0	0	0	0	0	0	0	0
4	0	0	7	0	0	0	0	0	0	0	0
4	7	0	0	0	0	0	0	0	0	0	0
2	0	0	0	3	0	0	0	4	0	2	0
0	11	0	0	0	0	0	0	0	0	0	0
0	11	0	0	0	0	0	0	0	0	0	0
0	7	0	4	0	0	0	0	0	0	0	0
0	6	0	0	5	0	0	0	0	0	0	0
0	5	6	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	6	0	0
0	0	11	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	0
0	0	5	6	0	0	0	0	0	0	0	0
0	0	0	11	0	0	0	0	0	0	0	0
0	0	0	11	0	0	0	0	0	0	0	0
0	0	0	11	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	4	0	0	0	0
0	0	0	2	5	0	0	0	0	4	0	0
0	0	0	2	0	0	0	0	0	9	0	0
0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	2	3	0	0	0	4	2	0
0	0	0	0	0	11	0	0	0	0	0	0
0	0	0	0	0	0	11	0	0	0	0	0
0	0	0	0	0	0	11	0	0	0	0	0
0	0	0	0	0	0	0	11	0	0	0	0
0	0	0	0	0	0	0	11	0	0	0	0
0	0	0	0	0	0	0	11	0	0	0	0
0	0	0	0	0	0	0	11	0	0	0	0
0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	8	0	3	0
0	0	0	0	0	0	0	0	0	11	0	0
0	0	0	0	0	0	0	0	0	11	0	0
0	0	0	0	0	0	0	0	0	11	0	0
0	0	0	0	0	0	0	0	0	0	11	0
0	0	0	0	0	0	0	0	0	0	11	0
0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	0	0	0	0	0	0	0	0	11
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0
7	0	0	3	0	0	0	0	0	0	0	0
6	0	0	4	0	0	0	0	0	0	0	0
5	0	0	2	3	0	0	0	0	0	0	0
5	0	0	5	0	0	0	0	0	0	0	0
3	0	0	0	0	5	0	0	0	2	0	0
3	0	0	4	0	0	0	0	0	3	0	0
0	10	0	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0	0
0	6	4	0	0	0	0	0	0	0	0	0
0	6	2	0	0	2	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	5	0	0
0	3	0	4	0	0	0	0	0	0	3	0
0	0	10	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	5	0	0
0	0	4	0	0	0	6	0	0	0	0	0
0	0	0	10	0	0	0	0	0	0	0	0
0	0	0	10	0	0	0	0	0	0	0	0
0	0	0	6	4	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	6	0	0
0	0	0	0	10	0	0	0	0	0	0	0
0	0	0	0	10	0	0	0	0	0	0	0
0	0	0	0	10	0	0	0	0	0	0	0
0	0	0	0	10	0	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0
0	0	0	0	0	0	4	0	0	1	5	0
0	0	0	0	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	4	0	6	0	0
0	0	0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	0	0	0	0	10	0	0
0	0	0	0	0	0	0	0	0	6	0	4
0	0	0	0	0	0	0	0	0	0	10	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	3	0	0	0
6	0	0	0	3	0	0	0	0	0	0	0
6	0	0	3	0	0	0	0	0	0	0	0
5	0	0	4	0	0	0	0	0	0	0	0
5	0	2	2	0	0	0	0	0	0	0	0
5	0	0	0	4	0	0	0	0	0	0	0
2	7	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	5	0	0
0	0	9	0	0	0	0	0	0	0	0	0
0	0	9	0	0	0	0	0	0	0	0	0
0	0	9	0	0	0	0	0	0	0	0	0
0	0	9	0	0	0	0	0	0	0	0	0
0	0	9	0	0	0	0	0	0	0	0	0
0	0	6	0	3	0	0	0	0	0	0	0
0	0	5	0	4	0	0	0	0	0	0	0
0	0	5	0	0	4	0	0	0	0	0	0
0	0	5	0	0	4	0	0	0	0	0	0
0	0	0	9	0	0	0	0	0	0	0	0
0	0	0	9	0	0	0	0	0	0	0	0
0	0	0	9	0	0	0	0	0	0	0	0
0	0	0	6	0	3	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	5	0	0
0	0	0	0	9	0	0	0	0	0	0	0
0	0	0	0	9	0	0	0	0	0	0	0
0	0	0	0	9	0	0	0	0	0	0	0
0	0	0	0	9	0	0	0	0	0	0	0
0	0	0	0	9	0	0	0	0	0	0	0
0	0	0	0	0	9	0	0	0	0	0	0
0	0	0	0	0	5	0	0	4	0	0	0
0	0	0	0	0	0	9	0	0	0	0	0
0	0	0	0	0	0	9	0	0	0	0	0
0	0	0	0	0	0	6	0	0	0	3	0
0	0	0	0	0	0	0	9	0	0	0	0
0	0	0	0	0	0	0	9	0	0	0	0
0	0	0	0	0	0	0	9	0	0	0	0
0	0	0	0	0	0	0	9	0	0	0	0
0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	0	4	0	5
0	0	0	0	0	0	0	0	0	0	9	0
0	0	0	0	0	0	0	0	0	0	9	0
0	0	0	0	0	0	0	0	0	0	9	0
0	0	0	0	0	0	0	0	0	0	9	0
0	0	0	0	0	0	0	0	0	0	5	4
0	0	0	0	0	0	0	0	0	0	0	9
8	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0
6	0	2	0	0	0	0	0	0	0	0	0
5	0	0	0	0	3	0	0	0	0	0	0
4	0	0	0	3	0	0	0	0	0	1	0
4	0	0	0	4	0	0	0	0	0	0	0
4	0	4	0	0	0	0	0	0	0	0	0
4	0	4	0	0	0	0	0	0	0	0	0
4	0	0	4	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0
0	4	0	0	4	0	0	0	0	0	0	0
0	4	4	0	0	0	0	0	0	0	0	0
0	3	0	0	5	0	0	0	0	0	0	0
0	3	0	0	3	2	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	0	0
0	0	3	0	3	0	0	0	0	2	0	0
0	0	3	0	0	2	0	3	0	0	0	0
0	0	1	0	0	0	0	0	7	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	4	4	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
