ASV	NC_1	NC_2	NC_3	NC_4	NC_5	NC_6	Tomato_1	Tomato_2	Tomato_3	Tomato_4	Tomato_5	Tomato_6
3b8141c5b8eb738e8cfb43c9711f58f7	0	0	5	0	6	0	9	0	0	0	0	0
9c614883913cd6906d8c71467487a6ba	0	0	0	5	0	5	0	10	0	0	0	0
91ba23a3db8e73e25f2c0ebc177bc62d	0	0	0	0	20	0	0	0	0	0	0	0
dd772444cd274c4a79267714bf449997	0	0	0	0	20	0	0	0	0	0	0	0
74f8459ae95c5748cdbfc3db5a769521	0	0	0	0	0	0	9	8	0	3	0	0
91811432e0db1b40d34150445d9ed254	0	0	0	0	0	0	8	0	0	0	0	12
c5b35852280702f6d79209b2bde9c9cc	0	0	0	0	0	0	0	20	0	0	0	0
4dd4e727ddd2c1605c8252078d4ee682	0	0	0	0	0	0	0	10	0	0	0	10
6f23d2419324fd0a81ee66b8617e0f22	0	0	0	0	0	0	0	0	4	10	0	6
b2dc0fb5b287eca9cc59fe1fbfc93b7b	0	0	0	0	0	0	0	0	0	0	20	0
832e56a198a6f62814c1843c94056909	0	0	0	0	0	0	0	0	0	0	20	0
2ddb2d5d9acd2673b254d2e25b7f8b11	0	0	0	0	0	0	0	0	0	0	20	0
9f61d3e1a84beb99929a6f35b281eaab	0	0	0	0	0	0	0	0	0	0	0	20
98ab357c17f1161b00a78c134812773c	0	0	0	0	0	0	0	0	0	0	0	20
4cce0b619f7918bb5cf4ced3d0ae6d01	19	0	0	0	0	0	0	0	0	0	0	0
ebcb12b32e0ef7767b4ff0b64b8eea3f	14	0	0	0	0	5	0	0	0	0	0	0
f416096c37b73127db58e02bfd0588eb	9	0	5	0	5	0	0	0	0	0	0	0
fff7f2f2ca09422e4bc75fcad1ec05cb	8	3	0	8	0	0	0	0	0	0	0	0
f0f2c44f76aebf7473b888313ff06dde	8	3	0	4	4	0	0	0	0	0	0	0
97c229251e21d2040f24c67a85f0f987	8	0	0	8	0	0	0	0	0	3	0	0
3a08f81f33eb3a8b92da78df337b6c01	6	6	0	0	2	0	0	5	0	0	0	0
6a9ff0e20b460e3d230861c15e669443	5	4	2	4	0	4	0	0	0	0	0	0
3b659b0faa11661f21c25c5ef872296f	5	0	9	0	5	0	0	0	0	0	0	0
6c5a57535775924ad2f278811f7d47fe	4	0	6	5	0	4	0	0	0	0	0	0
6da8ba048a224d84afb7feb2fd9e218c	4	5	0	0	3	0	0	0	2	3	0	2
264fd11a55ab9c8bebd12923855cdbfd	3	6	0	0	3	0	0	0	2	5	0	0
4618cbc86087b9b18c15b2c6caf4fbdf	2	4	6	4	0	3	0	0	0	0	0	0
7c0cf1163f23a2e1f20bcf78047855ea	0	16	0	0	0	0	0	0	3	0	0	0
df6f3287eabf0811c63f0865cbf92f78	0	12	0	0	0	7	0	0	0	0	0	0
5d718fa31788b9ffd9b2b9d2969663c2	0	10	9	0	0	0	0	0	0	0	0	0
d796eabff098ce95b5f2e7034ed2a256	0	7	8	0	4	0	0	0	0	0	0	0
8b8758b17a57486f1b433411b1ab7c0f	0	4	5	3	0	7	0	0	0	0	0	0
d8495f67b7b3d444ce2a377162820e30	0	4	0	6	6	0	0	0	0	0	3	0
ebae9276291abb330e96297036b7e24d	0	3	0	4	3	0	0	0	2	0	7	0
e64c2e0de67f47f44b881c8d5c1491ae	0	0	19	0	0	0	0	0	0	0	0	0
6d0cfa56ed657855fb42d29b7dbc7412	0	0	8	5	6	0	0	0	0	0	0	0
a416521bd09728f619aab94f0ffd303b	0	0	7	6	6	0	0	0	0	0	0	0
3f828173af1368baf0dc60ae593be743	0	0	0	19	0	0	0	0	0	0	0	0
7517210720ddbbd536cb788f9133da6d	0	0	0	0	0	6	0	0	0	0	13	0
c988f89a0fcf31d4da276756482600c7	0	0	0	0	0	0	3	0	0	9	7	0
092e81b93979528788622e096d2730a6	0	0	0	0	0	0	0	9	4	0	0	6
5d1c4d1df9837d85ee8026ab13918707	0	0	0	0	0	0	0	0	0	0	19	0
6e92e55028598853ddbed784f7fb370e	18	0	0	0	0	0	0	0	0	0	0	0
437be8576c7f9925cfbddccde737e201	15	0	0	0	0	3	0	0	0	0	0	0
7a5ef7a4f462889bf89bfd9f9caa69ea	10	0	0	0	0	8	0	0	0	0	0	0
ca14534f352e77d240d10f4ae009052c	9	9	0	0	0	0	0	0	0	0	0	0
f2427f8d055d44487fcdd2b82e730d80	9	0	4	5	0	0	0	0	0	0	0	0
7991ee4022f1e6fb46a9ad17778a5cc0	9	0	0	0	0	0	0	0	0	9	0	0
1741f1347ee34210f7151033f3f0f83e	8	0	6	0	0	0	2	0	0	0	0	2
c8adc263cd10573946a3df93f2af3dab	7	0	5	0	6	0	0	0	0	0	0	0
adfbd01ad14ecf56754639dd9b37e17b	7	0	0	0	5	3	0	3	0	0	0	0
9476331a6b50ad56151ebee154ec8846	5	0	5	0	8	0	0	0	0	0	0	0
0d279fefaf87bcea4c11f3aceeeb9301	5	0	0	0	7	6	0	0	0	0	0	0
f9e0e62f6407a1cb300b7aa8992b33bb	5	0	0	5	0	5	0	3	0	0	0	0
ba2a89a804339ea45965db2e99ecba0f	5	8	3	0	0	0	0	0	0	2	0	0
54a57bc353dc91ae1d431a9bbbf7c289	4	0	0	0	5	0	0	0	3	6	0	0
ea22d29904edfb4550f2ba505615ba13	4	0	0	9	0	3	0	0	0	2	0	0
ff8d069985ed080a8c0ec874d1a5c369	4	5	4	0	5	0	0	0	0	0	0	0
987d31b309c73a3a45abb994126c08ed	3	15	0	0	0	0	0	0	0	0	0	0
dd8d0fb75282aa9e563970df460621ed	0	18	0	0	0	0	0	0	0	0	0	0
8821ff9625f1b101de6669c16e2598fd	0	12	6	0	0	0	0	0	0	0	0	0
b8d1f88b00d578391f60317fe9ae4ed3	0	10	8	0	0	0	0	0	0	0	0	0
c431ae617fd93402db63e4a3b32df029	0	7	0	0	0	11	0	0	0	0	0	0
862b3613769ed6e314098eaad5393423	0	6	4	0	0	0	0	8	0	0	0	0
ee128d2d1d73c47c17536c6321a5dc6d	0	5	4	9	0	0	0	0	0	0	0	0
ef7cb2729f66a637606127a0fd2988bc	0	3	0	7	3	2	0	0	3	0	0	0
ff0c3b6d92f1faf6059261f7bd0295e6	0	0	18	0	0	0	0	0	0	0	0	0
bff38961fced4450fbd0ba99914659f5	0	0	9	0	9	0	0	0	0	0	0	0
afb7399111ab481da3524f87768503f2	0	0	8	10	0	0	0	0	0	0	0	0
209fa8aeb9730680fc4c83fc3b850312	0	0	2	4	5	5	0	0	2	0	0	0
460117471e834c5c1dd4c7f8492fefdd	0	0	0	18	0	0	0	0	0	0	0	0
85ed4940f36e248d3c8b152c391e9778	0	0	0	18	0	0	0	0	0	0	0	0
8706e5a393dce670da92f61c43598081	0	0	0	7	0	0	0	0	0	11	0	0
8ead2544b745007297c0f68c73af94a6	0	0	0	6	12	0	0	0	0	0	0	0
08995258dcab3634cbbe385927d19c0b	0	0	0	0	6	0	0	0	0	0	12	0
1e10d6fed1a35b5c8fc8e5d19ebbf637	0	0	0	0	0	18	0	0	0	0	0	0
5814d97fbdbb8d298407d36ffac12bf7	0	0	0	0	0	0	18	0	0	0	0	0
ddb46a0d5712550dcd419531363e7fcb	0	0	0	0	0	0	9	0	0	0	9	0
3411ba99794230edf27310c58deb7242	0	0	0	0	0	0	4	7	0	0	3	4
c087a48b47a224d38b324f7fbe02defc	0	0	0	0	0	0	0	0	10	0	8	0
d7afffb75d7b8ffbd5cb64b905e40968	0	0	0	0	0	0	0	0	0	0	0	18
f7efd327544de7efc8261a4da08e9409	17	0	0	0	0	0	0	0	0	0	0	0
f36f1942ee239ff2184d39f9196554d4	17	0	0	0	0	0	0	0	0	0	0	0
f3e2c0da77e50a0c2f3413ba35872427	11	0	0	0	6	0	0	0	0	0	0	0
5b458593011ff6923bfab016172926be	10	0	3	0	0	4	0	0	0	0	0	0
5bae397a9b558fe50deabd9312779014	8	0	0	7	2	0	0	0	0	0	0	0
3b78afe9a3c9f333e83fba5c90b3ff0c	8	5	0	0	4	0	0	0	0	0	0	0
7449533ca4eba79376bab48e230029e0	6	0	4	4	0	0	0	0	3	0	0	0
1372039445fb48885f3c672ba7045a1d	6	11	0	0	0	0	0	0	0	0	0	0
4e3dcd3437e4209f5bdfe60f1f59014c	4	0	7	0	0	0	0	0	0	0	6	0
9bd2dd8dd01ca1d606bca84bd133908a	4	0	0	0	4	4	0	0	0	5	0	0
875d88b92ddee154d5ee1b9c30bb4644	0	7	5	0	0	0	0	0	5	0	0	0
2515b94f61ae608207fb109736d1a661	0	4	0	7	0	6	0	0	0	0	0	0
daa0e5e691ba8fe01d58f6baea52a37a	0	0	17	0	0	0	0	0	0	0	0	0
55023e2a644692760d85629e3f4ee7cf	0	0	10	7	0	0	0	0	0	0	0	0
6698a6c4ae0712ea637d4cf12a4c0694	0	0	7	0	7	0	0	3	0	0	0	0
1b62d02564c603df7f4087f9a29968a8	0	0	0	17	0	0	0	0	0	0	0	0
c04b05f346cf18aced2d9056d431fa83	0	0	0	17	0	0	0	0	0	0	0	0
35e30595d17a2497d54c27361fe666b7	0	0	0	17	0	0	0	0	0	0	0	0
9f7eab5606ee784a5f571314ac171309	0	0	0	17	0	0	0	0	0	0	0	0
98548dc14595451582cd5ef84c4641ab	0	0	0	9	0	8	0	0	0	0	0	0
a9f3ee08836e4d2f5992174ced12e58f	0	0	0	6	5	0	6	0	0	0	0	0
442dc62e398cc6c55720f2fdc8bff7c8	0	0	0	4	0	10	0	0	0	3	0	0
3e9c510190447faaa9b2be4eba81a9cf	0	0	0	0	17	0	0	0	0	0	0	0
9b7ccc306d6ce4f8286cf5e9d976b4df	0	0	0	0	17	0	0	0	0	0	0	0
7c7187444e08b98693da55374355e04c	0	0	0	0	17	0	0	0	0	0	0	0
33cfb5af9eaed6b67b946d3398ff73b0	0	0	0	0	0	17	0	0	0	0	0	0
a35aff3d2f6461153d06fd15a9f01116	0	0	0	0	0	0	12	0	0	5	0	0
b96a2d4c8b3f0ada209c659da438163f	0	0	0	0	0	0	0	7	0	10	0	0
1e2bd9c8e7271e2914d9963eab3c80f7	0	0	0	0	0	0	0	0	13	4	0	0
a68106a98f8c7bd88c9ecc05dfd0ee05	0	0	0	0	0	0	0	0	9	0	0	8
fce1fd519ed1a0c29900ea4fcbb7f62f	0	0	0	0	0	0	0	0	0	17	0	0
5776498749efe2ebb4cafa77cd7e6d2d	16	0	0	0	0	0	0	0	0	0	0	0
753eb7b003c987da20f289d31b7af7f7	11	0	0	0	0	0	0	0	5	0	0	0
31a650508123891370ad46eaa3e8783c	8	0	0	0	0	0	0	0	0	8	0	0
7d03aa2601639a20ba89dd256e0c5200	7	0	0	9	0	0	0	0	0	0	0	0
89179482dacc9267a5bea305d8417429	5	0	5	0	6	0	0	0	0	0	0	0
f9199d0e3fa559e3bf77f279804a8e9b	5	0	11	0	0	0	0	0	0	0	0	0
1b3c399112929209a1e85ebc87f57f33	4	8	0	0	4	0	0	0	0	0	0	0
e7fec8816395f171292cd5fae39c82f2	4	7	5	0	0	0	0	0	0	0	0	0
72fe021191cb1e6eddf8cb1a6ec814a7	4	0	0	0	6	0	0	0	0	0	0	6
075ff1411bfc3277f637a5000d4eb60f	3	0	0	0	7	6	0	0	0	0	0	0
8dfc677aa66835a2cb021ad978403aab	0	16	0	0	0	0	0	0	0	0	0	0
198b85b157c1e29f4277ac68bbcdba09	0	8	0	0	8	0	0	0	0	0	0	0
614493073154766454841f7d2a938e9b	0	6	10	0	0	0	0	0	0	0	0	0
2d8a0bba60fe36e0144a6a3ac2fef1b4	0	4	6	0	6	0	0	0	0	0	0	0
66e273e65fea4c8f086a622bd5612c25	0	3	0	13	0	0	0	0	0	0	0	0
cfadab3df26d440b8d61f5a8bb2d302c	0	0	16	0	0	0	0	0	0	0	0	0
4d98735fda78b2e5c649566078addd19	0	0	16	0	0	0	0	0	0	0	0	0
b9b3819533b80d220bff81a1b4a5bb59	0	0	16	0	0	0	0	0	0	0	0	0
e430006e91fdbffbd8149fb477b4972f	0	0	5	4	0	0	0	4	0	0	0	3
f054888bded64c5fb9757aa361c1deed	0	0	5	5	4	0	2	0	0	0	0	0
d841ad9ff33acf106724be5772971194	0	0	4	7	0	0	0	0	0	0	5	0
3fdd9749b6b7bec82f4457d3974c0624	0	0	4	8	0	0	0	0	0	0	0	4
15b7f021f60ac911e4e81e499161d1b4	0	0	0	16	0	0	0	0	0	0	0	0
4c4a3f00effc28171f58c94cdb65b7ae	0	0	0	10	0	0	0	0	0	6	0	0
c5216013133b4e2af35e652d13716908	0	0	0	5	5	0	1	1	0	0	0	4
42f9a6a54feac3612efdd6bc10ecbc4a	0	0	0	0	16	0	0	0	0	0	0	0
332d8e7cf59cadac6a700460efa07b39	0	0	0	0	16	0	0	0	0	0	0	0
98c67b6763eb02f5f0aadec56b6baee8	0	0	0	0	8	0	0	0	0	0	0	8
0b51e80daf9aa597cda693ea72c87d92	0	0	0	0	7	9	0	0	0	0	0	0
73695f019d5f6acd5149baaa0cd2f9cd	0	0	0	0	0	16	0	0	0	0	0	0
ee08c126f63de786f2ec24e3c37971c3	0	0	0	0	0	16	0	0	0	0	0	0
4cc330aa727e3fabe63842c2701214e6	0	0	0	0	0	0	16	0	0	0	0	0
8d785cbb50405825083371d746c50d7e	0	0	0	0	0	0	12	0	4	0	0	0
41d1d4bcf96d49cfcdddde6eb8c5f4c0	0	0	0	0	0	0	4	0	6	6	0	0
65f997645ddca102cb429c0deb7c8168	0	0	0	0	0	0	0	0	7	9	0	0
3f84d524c0f6b39cff4e4271b80e3422	0	0	0	0	0	0	0	0	0	16	0	0
7127290152767c2be1ea9208ab7ff9fe	0	0	0	0	0	0	0	0	0	0	0	16
f26818621286601eec8cff67b59877ab	15	0	0	0	0	0	0	0	0	0	0	0
065b06667e2de0ca90df697d48803195	5	0	6	0	0	0	0	0	0	4	0	0
de01a91a3b4ab9710644e6edfbad3ca0	5	6	4	0	0	0	0	0	0	0	0	0
a078889ab2bbf2098fd37dac5e5e6e7c	3	0	0	12	0	0	0	0	0	0	0	0
95c36cd62ba028bf7528dc148aabb829	2	3	0	2	5	0	0	0	0	2	1	0
58847d57e2b3a53a79da4adc87563511	0	15	0	0	0	0	0	0	0	0	0	0
b665afeec4420c093cc7a5fd9d725e15	0	9	0	0	0	6	0	0	0	0	0	0
cf6b68767e87b658fc05a0c1a2647114	0	7	0	0	0	8	0	0	0	0	0	0
28258d5b38f829b8e4e20b3c1e6df1b6	0	5	2	0	5	0	0	3	0	0	0	0
11fdd7e2f290fea45812f822f148ff03	0	0	15	0	0	0	0	0	0	0	0	0
34d19151165e2ef8467fad9fcb08a7a3	0	0	15	0	0	0	0	0	0	0	0	0
8d675817a5350fb2b9949373e6620f39	0	0	7	8	0	0	0	0	0	0	0	0
6a780f3a3bddd4cb802973921bd13b56	0	0	0	15	0	0	0	0	0	0	0	0
7ca1205601433f7f9c069644d81741fd	0	0	0	15	0	0	0	0	0	0	0	0
6af71d531d9c56bfc202c41dbff9f98f	0	0	0	7	3	2	0	0	0	3	0	0
759a56e5f9ad00b3531b52340d0e0a2b	0	0	0	5	3	5	0	0	2	0	0	0
2a5a64179c2d9a23c7ef541323ae5f93	0	0	0	0	15	0	0	0	0	0	0	0
7953beb3b1cef704276cacf8d8936453	0	0	0	0	15	0	0	0	0	0	0	0
408adf687743371a0882ba27c5cf356f	0	0	0	0	15	0	0	0	0	0	0	0
45cc21da23e3bed8981b5207335b2a11	0	0	0	0	0	15	0	0	0	0	0	0
6fe9ece2b125b13cc2e584b5b71d81eb	0	0	0	0	0	0	15	0	0	0	0	0
2ebbcc26ff883fc9b8962fec12327b04	0	0	0	0	0	0	15	0	0	0	0	0
0524ea4c92c1b3727e0ca9bda3d1d4c5	0	0	0	0	0	0	15	0	0	0	0	0
24a8aa0ee672d505e57bbeb91b3031a2	0	0	0	0	0	0	5	0	0	0	5	5
33d8bc1d4b3ce5d1248afbc8ffa5f1cd	0	0	0	0	0	0	0	15	0	0	0	0
f89cff0cdd2cd885504a33009eb958e0	0	0	0	0	0	0	0	9	6	0	0	0
95276b244789113399cf15bcb1e70996	0	0	0	0	0	0	0	0	15	0	0	0
c95f4b3e8f1c36ea05aa8baa04e46d10	0	0	0	0	0	0	0	0	0	15	0	0
a7f1df72bdafc0feeebb20095bb20647	0	0	0	0	0	0	0	0	0	10	5	0
f40d7ea4f194a9c469d2a578ee9e5699	14	0	0	0	0	0	0	0	0	0	0	0
c3b363bdbb2d2aafba6f6267515af69c	14	0	0	0	0	0	0	0	0	0	0	0
de251175ee2fdede5982421ca8208dba	14	0	0	0	0	0	0	0	0	0	0	0
4c58977d99208664b49e6f78cc2e9b98	14	0	0	0	0	0	0	0	0	0	0	0
938f4297abba9f241f98ed48fdcd46ca	14	0	0	0	0	0	0	0	0	0	0	0
a99bc7a1a268fbf7d4bc634984dfb60d	11	0	0	0	0	0	0	0	3	0	0	0
97dbca1049b066e4ab4200489b15df13	8	0	6	0	0	0	0	0	0	0	0	0
6a8a9ab554a62f379e324739876a1786	8	6	0	0	0	0	0	0	0	0	0	0
006d14e821603ab058fdd9a2d458012c	7	0	0	7	0	0	0	0	0	0	0	0
f3cf2ce621e9041e8caecba1d6191423	5	0	0	9	0	0	0	0	0	0	0	0
2dfa4daf6f5075ed461eb7447534fd3d	5	0	3	3	3	0	0	0	0	0	0	0
aef4c5bbec482345ae0bb33ac2c417dd	4	0	0	10	0	0	0	0	0	0	0	0
847d847c0904998d24b803ce4de9844f	3	0	0	3	0	2	0	4	0	0	0	2
cf755e7c36d290f01f1cf6e680dc6fc4	0	14	0	0	0	0	0	0	0	0	0	0
c6b7fba0aa81c7950e79c6a39d9746ce	0	14	0	0	0	0	0	0	0	0	0	0
8f884cff10847bda974c4f5c2c4b1622	0	3	3	0	5	3	0	0	0	0	0	0
32003e060eed9932e702e7585cb8c221	0	0	14	0	0	0	0	0	0	0	0	0
d55b64807e7ffc581671f5ce1f0695c0	0	0	5	0	0	0	0	0	0	0	9	0
331f8a8a1cd0fe3c9197cfa89fffe9dc	0	0	5	9	0	0	0	0	0	0	0	0
9ef6e13d16df7a8d27f7a678bd8db942	0	0	5	0	0	9	0	0	0	0	0	0
21d37e98ee98875fa4f93b6d9d170771	0	0	5	9	0	0	0	0	0	0	0	0
dbb2b5506a6d61ce053141ed9b336220	0	0	0	14	0	0	0	0	0	0	0	0
bcd1effabf9a77dabc31a74cc46c8087	0	0	0	14	0	0	0	0	0	0	0	0
e9d639405d39e2bf0719f391da4669c3	0	0	0	14	0	0	0	0	0	0	0	0
62a95c428826a9ac8bd719a7e38e88bd	0	0	0	14	0	0	0	0	0	0	0	0
cb295ccdc7a6a57ee520859c5889c141	0	0	0	14	0	0	0	0	0	0	0	0
31df470c67eb73bcb7b1bc6572656ce6	0	0	0	0	14	0	0	0	0	0	0	0
eff08af03bd1c9f9be588ff7eee57b43	0	0	0	0	14	0	0	0	0	0	0	0
a951002baeb7601e3d64a8d03ed50ef4	0	0	0	0	8	0	0	0	0	6	0	0
a3059a45e9bbbedaadd6ca7e3ed0e35d	0	0	0	0	5	0	0	9	0	0	0	0
5cc95b09df77ecfb75488ad75214a26c	0	0	0	0	0	0	0	14	0	0	0	0
97b0f8436844a2cf600e9b81e622eebe	0	0	0	0	0	0	0	14	0	0	0	0
8b7e70b0c7e0eb41baa0298ed37f1517	0	0	0	0	0	0	0	0	14	0	0	0
93e49d58461cd9d26b0be8dd38d12ae6	0	0	0	0	0	0	0	0	14	0	0	0
8ea8efa39a22fca4382adc8b40e8e871	0	0	0	0	0	0	0	0	14	0	0	0
59c0e74635a40734c1b71dccc63cece7	0	0	0	0	0	0	0	0	0	14	0	0
c3570eec20b60978c62959af3378b567	0	0	0	0	0	0	0	0	0	14	0	0
35f273ef37e91d9acbf495321cceefa3	0	0	0	0	0	0	0	0	0	0	0	14
134d1a89ca9c3ca6acaaf183afd4d44e	13	0	0	0	0	0	0	0	0	0	0	0
db0aee5b7d788a5941bc147df4c08a90	13	0	0	0	0	0	0	0	0	0	0	0
ac6f4b7c941ab4f6c3ad0c847c15cafd	13	0	0	0	0	0	0	0	0	0	0	0
c5e85210051f3bdae4390d40c59fba59	13	0	0	0	0	0	0	0	0	0	0	0
ffb1c7fe522b76af7d73a54ab59d97b8	9	4	0	0	0	0	0	0	0	0	0	0
aaf60af6cb947063dcd7476fc37729cf	7	0	4	0	2	0	0	0	0	0	0	0
de52963bc06555f977a251dfb2d9878e	7	0	0	0	0	6	0	0	0	0	0	0
6b4cd54be04bf090cb0cf69ab2285a30	7	0	0	0	0	6	0	0	0	0	0	0
3cb603315dc485039b90f93cab2ff347	7	0	0	6	0	0	0	0	0	0	0	0
948472524d2fd72856871ec740b90cf0	6	7	0	0	0	0	0	0	0	0	0	0
36c029da30d31a61a3a248a7bdf246e4	6	0	0	0	0	5	2	0	0	0	0	0
3a82927fe14d8d6bd8fb4eae49296e4b	3	4	0	6	0	0	0	0	0	0	0	0
88f730540fa1a547711bd9dba6bef3ad	3	0	6	0	4	0	0	0	0	0	0	0
9876dc256dc87a4ec6b2de4c8de73cfb	0	13	0	0	0	0	0	0	0	0	0	0
80634517008918c4584d4898f46eafc3	0	9	4	0	0	0	0	0	0	0	0	0
f5838045a2fab9c984bffbecbc95c295	0	8	0	0	0	0	0	0	0	5	0	0
25ca7b5d8a2426e08dbd5a8f70da546a	0	8	5	0	0	0	0	0	0	0	0	0
d3da360a3ea7310f9f4afb35c29c4233	0	8	0	0	5	0	0	0	0	0	0	0
360aea68e4a3067188bfba551dfc679d	0	7	0	6	0	0	0	0	0	0	0	0
f2086601f67e3b25727b8d989818071e	0	7	0	3	0	0	0	0	0	3	0	0
a7c113d2bf76069b83b148a8684a88e4	0	7	0	6	0	0	0	0	0	0	0	0
d0f927deae20903478fcb98f1fd500e6	0	7	0	0	0	0	0	0	0	0	6	0
c405fb3924862fad127663adb35a7eda	0	6	7	0	0	0	0	0	0	0	0	0
f9737e9bf794c9bb6171456a19f6e984	0	6	0	0	0	7	0	0	0	0	0	0
f3e4adf481c847528aa479ba3034eaab	0	5	0	0	8	0	0	0	0	0	0	0
6f9fffe17d1a336e8205d01e44e3ab2a	0	5	0	4	4	0	0	0	0	0	0	0
9520f7185e43b0d0c3a6ed3d9e17c17b	0	3	0	3	4	3	0	0	0	0	0	0
ea36f61958909ba395cdefa0c48cd4fd	0	0	13	0	0	0	0	0	0	0	0	0
e39260aaf8b520085dc037e6efdb1e5b	0	0	13	0	0	0	0	0	0	0	0	0
95ec95961ea0265f5048d730aa32111c	0	0	13	0	0	0	0	0	0	0	0	0
708f824d2eb5a918e1cbd21179db276a	0	0	13	0	0	0	0	0	0	0	0	0
65a8573440d772eb48b738f5e6a50705	0	0	7	0	0	0	0	0	0	0	6	0
dbadf0de4c348d631295297a06e8da35	0	0	6	0	7	0	0	0	0	0	0	0
553b91f4bbc74158ce66fc94a7171cc1	0	0	0	13	0	0	0	0	0	0	0	0
d61d1e44613c4e6005f774ea1e022db6	0	0	0	13	0	0	0	0	0	0	0	0
a321fba0df366572c34c203f43791488	0	0	0	13	0	0	0	0	0	0	0	0
214806465d1de4bf29d539d4fe95949a	0	0	0	13	0	0	0	0	0	0	0	0
ed894a2105fcfb7323fa2086107f67e4	0	0	0	13	0	0	0	0	0	0	0	0
d65f559fafa6cfbf4fbdcbdc08a6f6e2	0	0	0	13	0	0	0	0	0	0	0	0
d821803fa6b0d0541e85caae45c88244	0	0	0	8	0	5	0	0	0	0	0	0
1e137c340c93e58fc018d5f8d9fb0156	0	0	0	6	7	0	0	0	0	0	0	0
0498a1464ba8c09c5a6ad84ed13890fc	0	0	0	5	8	0	0	0	0	0	0	0
6f356dadfaa553fc369f0f501fb15c35	0	0	0	5	6	0	0	0	0	0	0	2
516560c9aec1f26c67929364acfdbedf	0	0	0	2	2	0	0	0	4	5	0	0
cedf58001edaecaa8feebe21fa190649	0	0	0	0	13	0	0	0	0	0	0	0
4d350db4b07110d8b66ce78d0956b0d2	0	0	0	0	7	0	0	0	0	6	0	0
cd55336e96205e95830dfcbb06f2eb5c	0	0	0	0	5	0	0	0	0	6	0	2
eeb4f0aafaf66afbcd70ca329d111b92	0	0	0	0	0	0	13	0	0	0	0	0
a207939322667b5d00f57ee6ac4cf587	0	0	0	0	0	0	13	0	0	0	0	0
3d9d73daa1630996941e9957606fa03a	0	0	0	0	0	0	4	0	0	0	9	0
74815ac7322bf5a5fe8ba1aeb3c9a747	0	0	0	0	0	0	0	4	0	0	4	5
c3d15d41e6c5194c57d207ee18c1da1e	0	0	0	0	0	0	0	0	13	0	0	0
15842daa5167a66789e86ec86acaa98c	0	0	0	0	0	0	0	0	0	13	0	0
cb6c974f50c2b9eaf47558edaf0e54d2	0	0	0	0	0	0	0	0	0	13	0	0
bbf741b3b866258d751a87500b53374e	0	0	0	0	0	0	0	0	0	13	0	0
dab77d97a4bff92e607215525177a149	0	0	0	0	0	0	0	0	0	0	0	13
e7b695208e697c47de33cce3a28abfc2	0	0	0	0	0	0	0	0	0	0	0	13
39d5a5c4caff0ea882d49633a1b74f1a	12	0	0	0	0	0	0	0	0	0	0	0
35170b4f237cfbc834be3c870a13073c	9	0	0	0	3	0	0	0	0	0	0	0
aa010eb126956393c5199d4d9983862d	6	0	0	6	0	0	0	0	0	0	0	0
5e348eae824d821f05e7bc5805d0eff9	5	7	0	0	0	0	0	0	0	0	0	0
65c36960ca7030c5d80bdfd0c1cf650b	3	9	0	0	0	0	0	0	0	0	0	0
464413404cc723867bdf38875f9d349e	1	0	11	0	0	0	0	0	0	0	0	0
eeb36cbce4b4c0fd7413328728266e3f	0	12	0	0	0	0	0	0	0	0	0	0
51654e1f066324466e04943fc2749848	0	12	0	0	0	0	0	0	0	0	0	0
3c1751dea40f4fd00dbda344df0cc4ea	0	9	0	0	0	0	0	0	3	0	0	0
3d11abaef5c3aec57fd689cd5713c6d7	0	7	0	5	0	0	0	0	0	0	0	0
314cb2b6cda06b8cb6808b31565f923c	0	6	0	0	3	3	0	0	0	0	0	0
92fe761e692c84c91bbedac110eae315	0	6	6	0	0	0	0	0	0	0	0	0
c42aa57de4c09906b8ac335e88632d59	0	4	0	5	3	0	0	0	0	0	0	0
cdf9705437cf9e64d34f628265e89c62	0	2	4	0	0	0	6	0	0	0	0	0
1cc778b3ef36f478d614ade07c918fc8	0	0	12	0	0	0	0	0	0	0	0	0
534d2adf1788ab084a5e3a5b2b294c71	0	0	12	0	0	0	0	0	0	0	0	0
b7044548611ed36a4e0924b66686bf25	0	0	12	0	0	0	0	0	0	0	0	0
089a6f962f2899e449a432379de4ba07	0	0	12	0	0	0	0	0	0	0	0	0
27554df70708639b48e2a846875dd31a	0	0	7	0	0	0	0	5	0	0	0	0
b44f46d4b66fa5420293260f528f1ad4	0	0	5	7	0	0	0	0	0	0	0	0
d18cd12120e23eef62a96d57f7a9373c	0	0	4	3	0	0	2	0	0	0	3	0
54207de5f7365aae89eab0c8346860cd	0	0	3	0	0	6	0	0	0	3	0	0
785204178034fed7ade5cbc72911c6aa	0	0	2	0	0	0	4	3	3	0	0	0
4c4a72e5e2b8ca176b582a2fb33589dd	0	0	0	12	0	0	0	0	0	0	0	0
fa6084aa3ddd444d4f1734d4e9e63d43	0	0	0	12	0	0	0	0	0	0	0	0
ac0db9dca348dded3bf32a51e260a34e	0	0	0	12	0	0	0	0	0	0	0	0
fb9aa8e7e5ccf6103cd16a2beecc618b	0	0	0	8	4	0	0	0	0	0	0	0
2318117bd2cd73a968e49f9778d96a66	0	0	0	7	0	0	0	0	0	0	5	0
99624bce1b6a8c62f59dcc9f0d63a9d3	0	0	0	0	12	0	0	0	0	0	0	0
