ASV	NC_1	NC_2	NC_3	NC_4	NC_5	NC_6	Tomato_1	Tomato_2	Tomato_3	Tomato_4	Tomato_5	Tomato_6
e46e94b9ec353cc8e0887559c8890e3f	19	13	0	13	22	0	0	0	0	0	0	0
71c1032fec08041513d72dd6f20f0b88	11	4	10	7	12	6	0	4	0	13	0	0
9cec7927ca22e2ac7614c23f5c36c40a	10	0	8	5	11	0	0	0	11	9	8	5
b62d47e5b2ea6672841b4b85e8e04424	9	17	0	8	5	21	0	0	0	7	0	0
4f6d7a0704852b9e4dbedcb82f18d0db	6	9	4	10	12	3	0	4	4	4	11	0
95c556d874063eecf770a953a9cc5ede	35	0	8	12	0	8	0	3	0	0	0	0
3f1656827b934781ccbccb8dd5f1f1a1	24	9	12	14	0	7	0	0	0	0	0	0
0fc29bca8a690133d1fcf021fae85c77	24	0	14	13	15	0	0	0	0	0	0	0
b89d602a551fb1262c54228256ddd5ba	20	17	11	10	0	8	0	0	0	0	0	0
427de3377089f603e2c5f1ec433b3536	19	11	9	16	0	0	0	0	0	11	0	0
4a040a604f216d0fc93c2f5d2c8e8a8b	14	0	8	11	12	0	0	10	0	11	0	0
b0d7b6e67dac02709a50d47dd9ff9561	14	12	17	23	0	0	0	0	0	0	0	0
aeea07527f9fd338e9a3920a136c3054	13	17	9	8	7	12	0	0	0	0	0	0
6cd4c2dad5bbc49e8ca5a752a18fb6dd	13	0	0	12	24	0	0	0	8	0	9	0
d1f1fada1d0d4c71ecd8dda8d33fb9f9	23	9	19	10	0	4	0	0	0	0	0	0
116c67a9057e0165c8859de023c3c9eb	0	13	10	0	9	0	0	0	9	16	8	0
afee77321bb37e38449d69577255d074	0	0	19	23	23	0	0	0	0	0	0	0
73411383b6ec81e03ca46e5869c64ad5	0	0	0	0	0	0	0	19	21	0	10	15
df6ccbf39519da4c42020cfe5bb3609a	64	0	0	0	0	0	0	0	0	0	0	0
f752c032e41c2eaeaf1f745c6c6a9537	32	0	20	0	12	0	0	0	0	0	0	0
997b8364e5917c1da13aeca03606c66b	14	0	20	12	0	9	0	0	9	0	0	0
b4a500b5a22f9c6ea7b48bc726eb24ac	11	0	15	0	7	0	0	9	0	15	0	7
b1a9ad4c713f2f9483d529a832544eac	10	13	14	12	9	0	0	6	0	0	0	0
7cf51ffd9b11324adabd3db5c7e84a9a	8	9	0	8	0	0	0	21	0	0	18	0
3f3a3755ce1badb09ebb87df69bc5e29	5	5	0	0	5	3	3	6	17	4	4	12
8194e52a77ca0fd8f48ceb4053942357	0	0	29	11	16	0	0	0	0	0	8	0
ba174917f0d4b4e1a291849ebdccb3cd	0	0	0	9	0	0	0	0	16	24	0	15
78cbf01d8ba2d53bab1c0c3a9bcc39e3	0	0	0	0	0	0	0	26	0	0	0	38
c23df8bd1f39b5d3a49d587a8aa393a7	41	0	0	0	8	6	0	0	0	0	8	0
91b5afc8743ac9c9d7736085ce10f185	22	0	19	0	22	0	0	0	0	0	0	0
c0c430c6f132a5bc24779e8f2182f579	21	16	9	0	0	12	0	0	0	5	0	0
363cbe8b823660c4f762869c0b667aca	19	12	9	0	10	0	0	0	0	6	7	0
3a40df3621a882dc3786e2e215c9d341	17	6	8	11	9	5	0	0	2	3	0	2
6bb85f0b3b2037d7f32687ce0b003625	17	4	11	18	9	0	0	4	0	0	0	0
19c71473f81d9325e9afa12f52d0e4aa	16	9	12	26	0	0	0	0	0	0	0	0
f383bb94d7b11f0bbdf8cecb7f770dcb	13	0	13	15	15	7	0	0	0	0	0	0
61724f2764dc3da340b6d44ca1a2e0f1	12	16	6	11	7	4	0	2	5	0	0	0
8a4bafc4dc09e5cb242d506fbe9622be	0	0	0	20	0	0	7	0	12	13	0	11
145ffb494c008bf0e28e42af5f2600c3	17	13	0	10	22	0	0	0	0	0	0	0
fffd2cbc37c37a4e2d86136e13811c93	13	6	10	16	7	4	0	0	3	3	0	0
d0c696b8138801ae378fd13a67f2593e	11	10	9	7	0	0	0	8	0	0	0	17
b30fc08411bde755f7ed55a350c81e67	0	0	0	21	21	20	0	0	0	0	0	0
215fcb1f6bf30776cfe937edaf3209d4	40	0	0	0	21	0	0	0	0	0	0	0
53eb181c719c25c2d459ee7ff2e0a367	16	0	16	18	11	0	0	0	0	0	0	0
bbea1c2524ae3e439171ae0e1b400d6f	0	0	0	0	0	0	61	0	0	0	0	0
ea212edb56c69b76f49bc33c259038f1	0	0	0	0	0	0	0	12	16	18	15	0
6565d27eb573efbf0c701c3dd99e53de	19	0	0	9	0	0	0	0	9	23	0	0
d71be7814205dbaca722250d0eecf121	16	9	10	0	9	3	0	7	0	0	0	6
89bf3679f5a2e72cb2403c366c7212ac	15	12	11	6	9	0	0	0	2	5	0	0
0574bd81e9d5ff2af2238dfd5d271c2d	14	26	8	0	0	9	0	0	0	3	0	0
d06e2e6b0abd05f8ad337f959205469c	9	24	8	19	0	0	0	0	0	0	0	0
eb2c590370ed99d59875e60bf5c05eac	0	13	15	14	0	18	0	0	0	0	0	0
e922f4a3c5e0683b57b70658750556a2	0	0	10	0	15	0	0	0	11	13	11	0
571d58fdeffd30c33412e537f43750f0	0	0	0	5	0	0	15	7	0	8	16	9
06f1fad69dca00370cda270407e062e3	0	0	0	0	0	0	5	0	20	0	6	29
9371417f074da55547a258c0537ab65e	0	0	0	0	0	0	0	0	30	0	30	0
e669156d9032f9d95b784766738b7a26	9	12	5	8	7	0	0	5	0	0	5	8
8c6445ab842ecfdce0a0bddbc42dc5f2	7	6	14	15	14	0	0	0	0	3	0	0
5080bec681eaaf69cbe0fe69142a2fb8	6	4	10	10	2	0	0	8	6	7	0	6
3fd8ca18119ff2908fe8e67cc6b15c03	0	0	0	11	0	0	13	11	0	10	0	14
6ec998963f2aed52466b67504d04c835	31	0	0	0	0	0	0	0	0	27	0	0
bbff9c4cf1ce33d7f3ece4ed467a137d	18	5	13	11	3	4	0	0	0	4	0	0
216f90022c46e0c5699074119d9c5dfb	0	22	12	0	13	11	0	0	0	0	0	0
bdf1d0a18c2149af63e6202536970204	0	0	0	0	17	0	0	0	0	0	19	22
4d2e4bd34572eb2b230479f010bc7922	10	9	0	17	8	10	3	0	0	0	0	0
aa7bfe6dadf36b568785c2e910a09052	0	22	0	0	19	16	0	0	0	0	0	0
a938486273d55cfe7f45ed7123e0015a	0	12	0	17	17	0	0	0	0	6	0	5
116e87ab987b14e30118abf797cb75c2	0	0	0	11	0	0	0	9	12	9	7	9
a47c66f0d037d8246413be3f638bbba5	0	0	0	0	0	0	9	0	14	24	10	0
253a7230f2465f29a4f710bbbf490c22	0	0	0	0	0	0	0	0	0	0	57	0
8f960ad5c0478d8ec0f1dbc60d45730f	0	0	0	0	0	0	0	0	0	0	57	0
a1d512d4b2c2a8d0951ad5f345768ea5	0	0	0	0	0	0	0	0	0	0	0	57
262a667c3babfb84ee74f2cc37b03383	19	3	13	9	0	3	0	0	6	0	3	0
cf723cebe9a0f97dd5cb1c9053d69d07	15	14	0	10	10	7	0	0	0	0	0	0
e65e584035988867e95224fc17bea200	12	10	0	11	5	8	0	0	0	0	4	6
7c3183b08cfd77521986bf74379e6bd2	12	10	13	15	0	6	0	0	0	0	0	0
1b4beefc8723640604137196e9c85bbf	0	56	0	0	0	0	0	0	0	0	0	0
bc41a9212b4cf7e19ffaabf24e5a89b9	0	35	0	0	0	0	0	0	0	21	0	0
0d2bd4ff49872473618c662c967a6a7f	0	0	0	56	0	0	0	0	0	0	0	0
5db38359ae575f6c968ad0c1a9e0582f	0	0	0	5	7	0	12	0	8	0	10	14
272e797c7ddfd4ce2459ea5882c76b4d	0	0	0	0	0	0	13	14	10	0	0	19
8ef4490c6e5367813fe893a2fe15260e	13	11	0	10	0	15	6	0	0	0	0	0
00485e072631719e96e68a08db506fcb	9	12	10	0	3	8	0	0	7	0	6	0
49a9091afc77973663405f448a01278a	9	7	20	12	0	0	0	0	0	0	0	7
3dc283eff66d3f4168622f0234f7d0d1	0	0	25	30	0	0	0	0	0	0	0	0
3b65314a711f5f27a249e9bb825ef6a6	0	0	0	0	5	11	0	6	7	11	4	11
87d662e1ccfdd7bd0f6d01b2dabe4c8d	0	0	0	0	0	20	0	0	18	0	0	17
dba4ffb8c42f5e61fe4277a942ffec88	25	0	0	13	5	0	0	11	0	0	0	0
44d5095910cd8f3f36bcd0c8c06d766d	14	0	11	10	15	0	0	0	0	4	0	0
06b3a896670b481cd778bd98aaaa9d6a	10	15	7	5	7	10	0	0	0	0	0	0
5d3c48781f8b53eae66f9bb4f59a18aa	10	0	0	17	0	11	0	0	0	0	16	0
0839259938dc582ac911d5b1a92555c0	9	17	10	0	0	10	0	0	0	8	0	0
82176580ba62b32ac5b318ab9bd98a9d	21	3	0	15	0	4	0	0	0	7	0	3
5d1d8ac897f403b9cc6ad5c362e6002f	19	15	7	0	7	0	0	0	0	0	0	5
2b56cf3fca92e03f3a8054d83f56265d	16	0	0	12	13	0	0	0	0	12	0	0
333588ac383f4ce2dde04f3e1963a820	15	16	10	12	0	0	0	0	0	0	0	0
1f757f07e85078421cac584abb0576e6	11	5	7	0	8	8	0	4	0	10	0	0
3fe453f38fc2a481522f771cdad27908	7	0	12	10	9	9	0	0	0	6	0	0
66fe8941a14c55506406b7beb3bdec63	0	3	0	5	7	0	6	11	7	5	0	9
00c16a10be1ca13701aadcde2028b3f2	0	0	0	0	28	0	0	0	25	0	0	0
b4aefc15179b9daf2edf43fe1d623eaf	0	0	0	0	0	0	30	0	0	23	0	0
f31713bc99b1a408c780a7155a32c15a	12	0	16	18	0	6	0	0	0	0	0	0
4a1b08a7e54a8c0fc44fe054574695f2	8	0	0	9	13	3	0	5	4	0	4	6
2992c61827f181a6c0c8d93bbd236d60	8	9	14	14	0	7	0	0	0	0	0	0
0477c1ccca7442109c2d6cc603b0be38	8	17	8	8	0	11	0	0	0	0	0	0
a446f60b5651340730082cb8d74fc3e0	6	6	6	7	3	0	3	0	10	7	4	0
d756fc8957a7fd007cf912d7d6b61846	0	19	11	0	22	0	0	0	0	0	0	0
b6b8bb1b2a45a246d6ce2909d0244502	0	14	0	19	19	0	0	0	0	0	0	0
825558f7abd3bb6d82fcb004a0421aac	0	11	0	0	11	0	0	0	6	9	7	8
a7404230862dd66f2e19b53c2939ed02	0	0	20	0	0	0	9	8	9	6	0	0
4efd2e8fd6176af128ef2f6a1f8cfaba	0	0	14	14	14	0	0	0	0	10	0	0
5f9272460ff9c66f2d844554b8a2041d	0	0	0	0	0	0	0	25	0	0	27	0
a9daaca63ea4ea5e0c29ae00eaadc36b	27	0	24	0	0	0	0	0	0	0	0	0
199b8a29b737a0495233b923f74c76f5	19	19	13	0	0	0	0	0	0	0	0	0
68324814d9f7ed6a8e6892909208c463	15	0	16	0	4	6	0	0	0	10	0	0
48227eeea001aea9496545922eb4bb54	12	13	7	9	2	8	0	0	0	0	0	0
13162db8c62e0ef8bc43aa792b1d8cb6	7	10	0	11	9	6	0	0	0	8	0	0
2d4cb1f509836232a9a525c0f72e1566	0	0	14	17	0	0	0	20	0	0	0	0
e4cf6c114e3f2a1cc743c545728ff93b	0	0	0	0	0	0	0	18	0	19	0	14
ba39351aff840e46c2e5c78031effcd7	0	0	0	0	0	0	0	13	0	0	21	17
a1a3de4ab070aef68542938d38897406	15	13	0	22	0	0	0	0	0	0	0	0
5569a5124f374158b760c9e46e735b89	6	8	8	13	11	0	0	0	4	0	0	0
1183b492818ab0b18e03db50da22c191	0	13	0	0	0	0	0	21	0	0	16	0
aded3494172658407b7f563de7689727	0	13	15	0	14	0	0	0	0	8	0	0
309cffec77edf4f53e3b2b99d9b0b06b	0	0	0	14	28	8	0	0	0	0	0	0
7eb83adb02a64a3bdf7ef6fa9089c05c	14	0	19	16	0	0	0	0	0	0	0	0
f38ff260c11374b14e8345594935f04c	13	17	0	19	0	0	0	0	0	0	0	0
e6c612fa7ff831129712a0c1fec0bba7	13	0	19	0	17	0	0	0	0	0	0	0
0c1bc606bcd78ed9cd02254b7fa5c368	11	4	0	8	7	4	0	0	0	15	0	0
38263203a5cecbc812e3a98c0428ff38	10	0	11	28	0	0	0	0	0	0	0	0
e9bd7282f43d29544139ae6cd99cda7b	10	12	6	11	0	0	0	0	0	0	0	10
b03b3054e3b329226208f7215bf37ff4	9	8	9	0	10	3	0	0	5	5	0	0
859d8a0933e192bd0781169a8f13fd17	4	16	0	6	10	10	0	0	0	3	0	0
4d5e027582ba6ab5ed92b5dcfcc6ac62	0	28	8	0	13	0	0	0	0	0	0	0
fe72c45ea05c2bf67a672d219ccfebf5	0	16	12	0	21	0	0	0	0	0	0	0
a963490c7c9ecd7783642e51b5ab1aa1	0	0	0	0	0	0	0	0	0	21	0	28
aa91cd2a99ed05227e5b9601ec235e47	22	0	13	13	0	0	0	0	0	0	0	0
e1fbadff30f29736fab39d1d3adae98f	19	13	12	0	0	0	0	0	0	4	0	0
544c205fd8f75cc7dc756021cc7b8840	15	7	0	8	6	0	7	0	0	5	0	0
c88afe65db0ec9df3b0bde922c26985b	13	0	14	12	9	0	0	0	0	0	0	0
26d1fc95e9dba469710e111e46a1527b	12	11	0	9	9	7	0	0	0	0	0	0
45a57de41b104a63ccb54cc9e31eace9	0	29	0	19	0	0	0	0	0	0	0	0
9bc40b9c2b79ac52ec94ceedf8f1e9c9	0	15	0	0	0	0	0	20	0	0	13	0
86a200cb4681f615489b8bb2ba074297	0	0	0	0	0	0	20	12	0	0	0	16
4f778701fc221c11e5898d436b8f7a2d	0	0	0	0	0	0	12	0	23	8	5	0
17d7ef3dd11dd75515db9dda311de9a5	17	0	15	15	0	0	0	0	0	0	0	0
a763e78eafa7a63c81206aebebd48259	14	0	0	0	12	14	0	0	7	0	0	0
43aeeb80280cc68e6a239216436fd94d	13	12	0	12	0	0	0	6	4	0	0	0
76d12f043b443ffdfb49a854358ff00c	13	5	5	8	6	0	0	0	0	10	0	0
239aeb84a9e7b8e48e8f9cce495e25eb	8	13	0	13	0	13	0	0	0	0	0	0
9497c96a88131fe4cd80c7ec35e12378	0	16	0	0	0	31	0	0	0	0	0	0
cd677e58558d1c9f0e03d82650d5a7e4	0	15	9	6	17	0	0	0	0	0	0	0
37c3a686ba744b9b82f487bda19ac9ed	0	0	0	24	23	0	0	0	0	0	0	0
13af5ccbe83b746a12609023d106a75e	0	0	0	0	0	0	7	14	6	0	11	9
57c85d74d89c19e6e0bb1c4ad921c184	24	10	12	0	0	0	0	0	0	0	0	0
582da013b6aa08a8d6b6bd308c4c1525	16	9	0	0	0	13	0	0	8	0	0	0
1a009600f5126dcd39e73926f79417cf	11	11	8	4	7	5	0	0	0	0	0	0
0a54a3c3851955af26c767b747c08872	8	4	7	4	6	3	0	5	4	3	0	2
2992d81a663964af646656cb40fb73ea	7	16	0	15	8	0	0	0	0	0	0	0
ec855ee933ad019fd7ab48b9ddaa9f89	6	24	5	0	11	0	0	0	0	0	0	0
7a4b2ede7db4c31574e531a0bd763f39	0	9	5	7	10	0	0	0	0	10	0	5
66ba0e2caa87d16d2b2ca7a0d2a41c9a	0	8	0	0	0	38	0	0	0	0	0	0
f30b0feb651d3e4361c4fffe5a309f85	0	0	12	7	13	0	0	0	0	0	0	14
22f0db016882575cd32c8c7b5d6655ac	0	0	0	23	0	11	0	0	0	0	0	12
7471c4f774bdf2686d394aba5ccfc357	0	0	0	0	0	0	14	15	0	0	0	17
42a7539dc1a42d14a57ebd783b58e137	0	0	0	0	0	0	12	0	0	19	3	12
ad061067669cbf186e3562fcb421142a	0	0	0	0	0	0	0	35	0	11	0	0
e75d217f9e2c20a169430623b6c1ce00	27	0	18	0	0	0	0	0	0	0	0	0
fd60b2fdcfa7c0fad78ebea01662db7c	20	0	0	6	9	5	0	0	0	5	0	0
cbadba4b0eaa26716ba8cfdb903ab336	16	0	11	8	10	0	0	0	0	0	0	0
105030e5e98e8aeae29cf5e3f445f350	8	7	0	13	17	0	0	0	0	0	0	0
0ded331427f7861e73f03e72f136943b	7	0	5	8	5	7	3	0	5	0	5	0
ec578699ca0320423654ef7252968f3d	5	6	8	0	7	0	0	4	0	7	8	0
06e91c25e181f19af54a02a6efc07455	0	24	0	0	21	0	0	0	0	0	0	0
601fca8164f5b9a3163cb54542c7dcc3	0	0	0	0	0	0	0	14	0	0	10	21
2d94143791198bd1baec85a62668faae	0	0	0	0	0	0	0	0	45	0	0	0
f626c73ab42b587511b4847c1081b959	0	0	0	0	0	0	0	0	0	0	45	0
366ebf81331cfbbd42370644d3a86eba	0	0	0	0	0	0	0	0	0	0	31	14
49d84e340a35cfd99857432f84a411a1	22	0	6	10	0	0	0	6	0	0	0	0
82ea676cb1b2829c722adcbb9cff8c3a	15	11	6	0	6	0	0	0	0	6	0	0
ef70a1e52b3156b07ad69bce2d201178	15	0	0	13	10	6	0	0	0	0	0	0
372d2d24d25267b28476941ba170b9d2	13	4	14	11	0	0	0	0	0	2	0	0
31f56c3941ad96f51a8f63c9b9a75ce2	8	7	0	0	13	0	9	0	0	0	0	7
bb364efbb468b95e40d85decb5d4f8ae	8	5	6	9	2	8	0	0	0	0	4	2
68e7bb26c8266879d68b28fc069faf8e	8	8	6	7	4	6	0	0	2	3	0	0
f57291798e58466db2a0a1c2703f0e35	7	0	12	25	0	0	0	0	0	0	0	0
4e1ae10f45a8842aff598d4e56f36e9f	7	2	7	5	0	0	0	0	9	7	7	0
b58a611c633ad66ff55114287a771aa1	6	0	4	20	10	0	0	4	0	0	0	0
28430dc99d8ada177091b885989a6567	0	29	0	0	8	1	1	1	1	0	0	3
bf919af511a13e668a857d534d59afd1	13	0	0	22	0	0	0	0	0	8	0	0
c498742401f9fa8b0973fa8b318c94a3	12	0	14	6	7	2	2	0	0	0	0	0
cf896011335463494479094f302f7086	8	0	7	10	13	5	0	0	0	0	0	0
8bcdcb31664942f6f4132ff413d59bc0	0	14	18	11	0	0	0	0	0	0	0	0
729981ac065872605c7f9da7aa3fe093	0	10	0	7	16	10	0	0	0	0	0	0
e69a14c15b2dfc73193134997832cc06	0	6	7	10	17	3	0	0	0	0	0	0
646509c6e7279f21457811a545fca701	0	0	10	0	0	0	13	0	20	0	0	0
0110a49063d96876d0fa71bc75a3a9a1	0	0	0	10	0	0	0	0	7	13	13	0
f93ec96f69db09b414a73c5bf680b17b	0	0	0	0	43	0	0	0	0	0	0	0
1ee42f68e86c31ca3302444b1e76f4f4	0	0	0	0	0	0	0	8	10	12	13	0
2b4508a5b4d9b7aadd84db22979d13e4	20	0	0	0	0	0	0	0	0	22	0	0
ffe2b60313b57d00606fd05b4dd200ed	9	6	0	10	0	3	3	4	4	0	0	3
1f088c0e751ad460397c54309212a9c3	9	0	0	19	14	0	0	0	0	0	0	0
3d233a865fa1871eb9817866d2267277	6	18	4	0	4	10	0	0	0	0	0	0
023e66350dc84fb026d524fda6a11ba0	0	0	0	42	0	0	0	0	0	0	0	0
05c7562c444b4700700a9af929434ed4	0	0	0	27	0	0	0	0	0	15	0	0
c7e8d374483d3422257bffe09073ece3	0	0	0	0	0	0	22	0	20	0	0	0
0dfc689cb9cb4dc9337a17c98c631c1f	0	0	0	0	0	0	18	0	0	6	8	10
41c53110c171f2fe779df3d5a218d2b2	0	0	0	0	0	0	13	0	18	0	11	0
62b7279645ff8562be496ebe4fdd9ac2	0	0	0	0	0	0	6	14	10	0	0	12
51aef1dfa2ac6c6dadecd58d286dfdf9	0	0	0	0	0	0	0	0	0	20	0	22
037a09cd7e95331415046a751bd8fd29	11	0	7	0	11	8	0	0	0	0	4	0
5d6e47098da545e7a9b44ecd39724be3	10	0	0	13	11	7	0	0	0	0	0	0
92d576c2d45c357743a2cac07f093174	8	10	0	3	0	6	5	0	0	9	0	0
07b2eb442cb9387c954cde3abec7c91d	0	0	0	17	11	0	0	13	0	0	0	0
953f1a8a0267ce78115b899c14fd710e	0	0	0	0	0	0	15	12	0	0	14	0
a029d9822fdee3308b76cb0cc7671fab	0	0	0	0	0	0	9	11	4	0	12	5
c8ffb6b037898f10069e713a8b4a1d8f	19	12	0	9	0	0	0	0	0	0	0	0
c91cb1ec6ddd80ad8dd61cc3cdb9c63b	16	0	11	13	0	0	0	0	0	0	0	0
6b03a1ec35a73e488f7c9a08ca28da37	10	9	5	6	10	0	0	0	0	0	0	0
e501c5ee9463c2dbd32ff17c8df1b3af	9	3	0	0	11	0	0	0	0	6	6	5
e81ac03bfeb2acbb256dac1d05e7f828	9	0	9	13	9	0	0	0	0	0	0	0
cc10f3ab336006616ebdfd8f3f013912	7	0	11	0	9	13	0	0	0	0	0	0
d108afc56940d22c48a910b0380597f0	0	6	11	7	12	0	0	0	0	0	4	0
22577fce6437a7d3c28e7b3126acf6f8	14	0	7	4	6	8	0	0	0	0	0	0
f3575557494f2ba610b1c61b6e457803	13	0	0	0	0	0	0	0	6	0	11	9
f96740282bbe39139034290f668bbc45	10	15	4	0	7	0	0	0	0	3	0	0
62f0bea5ecf1894a24d4d49deb942a0f	10	6	9	9	0	0	0	0	0	5	0	0
204496e8c17b2474388c1790e814d79e	8	6	7	0	9	4	0	0	0	5	0	0
9d775d58e848cb8e98d008b70a6d43a3	8	5	7	14	0	0	0	5	0	0	0	0
66b0a0baaf1d79c1102d89542a5358cb	7	26	0	0	0	6	0	0	0	0	0	0
ed016c667fbf274ead7f8a44c73ca0fd	7	0	0	0	0	0	0	0	0	13	6	13
61385756848b6ee1590b5ac2149dd29e	6	6	9	10	0	8	0	0	0	0	0	0
667002d3d64b72f1596cfdd11824cc63	1	5	0	10	7	8	0	0	0	0	8	0
3a0c64d964b65856dbb6f3d47d0cdf3f	1	7	3	5	6	2	7	1	0	5	2	0
4933fe87fcf3993fdb0f6fe330216e94	0	10	8	7	0	0	0	0	0	14	0	0
f3ae8aa8a4461fa5ca8b1611118d260c	0	6	9	9	10	0	0	5	0	0	0	0
4d719d2430197fa0a33a0c9581ec7b78	0	2	4	16	12	0	5	0	0	0	0	0
1ee6eac64960b883c21be80bc225d622	0	0	0	39	0	0	0	0	0	0	0	0
7cfd709d082d43f05695a28d902b91fe	21	0	4	9	4	0	0	0	0	0	0	0
f5663b5e17b35bad4f548ab671c7dbba	20	0	0	4	0	3	0	2	2	5	0	2
fe01343c9e601159ed3d29b971032bd5	8	4	10	0	8	6	2	0	0	0	0	0
ba7571d8e0dc493cd9ee18294f44b5c8	8	7	7	12	0	4	0	0	0	0	0	0
b843feb7faf5856095d890a3e1681190	8	3	12	6	9	0	0	0	0	0	0	0
aaa52ed96977b3f58eae8a63d62ac3fb	6	0	3	8	9	3	0	6	0	3	0	0
c0036685c9daff373073f72e7749c261	0	24	0	0	0	0	0	0	0	14	0	0
d2a79f9e38cc75f81ae2a1e6788a8542	0	22	0	0	0	9	0	0	0	7	0	0
08693fa52ccf5c476bf17730022c9361	0	21	17	0	0	0	0	0	0	0	0	0
60fdbf36bdd5608ecd94bf63da701a2b	0	11	1	0	8	7	0	0	4	7	0	0
0f53cbb4e08d4c79b7c8b2ee074c6d99	0	0	21	0	17	0	0	0	0	0	0	0
f108d70f5da4f98730bb3639ddf5bdd3	0	0	19	0	0	0	0	0	19	0	0	0
f7f419f84daad9acb95448b735a3de18	0	0	19	0	19	0	0	0	0	0	0	0
9f727e8473bb209e0750cd3416691cfd	0	0	13	0	0	25	0	0	0	0	0	0
f205acaf14e362553bc02d7de842e6ca	0	0	12	13	0	0	6	0	0	0	0	7
8e8e9bd98b00667bf885a2852511f0ae	0	0	0	18	0	12	0	0	0	8	0	0
3f3ff0c466ab872e4be90beb1307fd82	0	0	0	0	0	0	0	21	17	0	0	0
46e3809e874400318db024918ccb5daa	15	0	0	9	13	0	0	0	0	0	0	0
cdd9d4cc866f09c3fdc11f9366e26c53	13	8	7	0	4	5	0	0	0	0	0	0
84bae265cf12461a95a9d766332fd4a6	11	4	3	5	8	6	0	0	0	0	0	0
6b4480a07039584f042235b4c9a66a44	11	0	5	8	5	0	0	0	0	8	0	0
150659e8562f54a95747962d7f0b3160	10	0	9	18	0	0	0	0	0	0	0	0
34b6597cda0a0cb2cbb72dd43046ff1c	9	0	10	18	0	0	0	0	0	0	0	0
3acfe28540250d63d937ea3f66114516	8	14	5	3	0	4	0	0	0	3	0	0
f40d7d98cee4ce167ef76967dd37cee1	7	15	0	6	9	0	0	0	0	0	0	0
bf66936115b36fec142bc19efd293054	4	6	7	6	10	4	0	0	0	0	0	0
2dfe392b8311b578b8d58652ff6066e3	0	12	7	0	0	8	0	0	0	6	4	0
0b5ebef62889255aa4f17a45b097ba4a	0	0	0	29	0	0	0	8	0	0	0	0
8faed922b393359f1023cb5517773150	0	0	0	0	0	37	0	0	0	0	0	0
fe97809e5d80e722125a378cbdfabf9a	0	0	0	0	0	0	14	5	4	0	5	9
bfc2abce2c4f9d358133f634f50932e4	0	0	0	0	0	0	10	12	0	0	0	15
858948b1a11de264f4dd6e404231671a	36	0	0	0	0	0	0	0	0	0	0	0
533e3c913eccdfcd255daf12c92889ad	23	13	0	0	0	0	0	0	0	0	0	0
806b4d32c18345d69bb0729e9db7cf78	18	18	0	0	0	0	0	0	0	0	0	0
47ea53d55b71c317e76655718e050d74	16	8	6	3	0	3	0	0	0	0	0	0
2d611e3fe61f169f3added42e839f727	15	0	0	17	0	0	0	0	0	0	0	4
b49d909039d9b2254e79d21f287395ae	14	0	0	22	0	0	0	0	0	0	0	0
025bdb2c8aa02cc58ebd61e9e9deae9a	14	0	0	13	0	0	9	0	0	0	0	0
0f850c047fd104e7c7d4912a8a49736e	12	0	0	3	0	0	0	0	0	9	7	5
55cbdc796c12cfdb903fb245526f1e66	12	10	0	7	0	7	0	0	0	0	0	0
8daddcb2cf963f672976c8bebb9b81bb	10	9	0	11	6	0	0	0	0	0	0	0
62da3a857ae199962c4c38a794bb050f	9	0	0	0	14	0	0	0	6	7	0	0
f7b2d87a02723fa83bc29c5fd8b2063e	9	15	7	5	0	0	0	0	0	0	0	0
dd731efc8fcb6b2219b6e9a147dec32b	6	4	10	6	10	0	0	0	0	0	0	0
c2ba124978b2fbdb89a015c2c2fb25b3	5	4	10	6	6	5	0	0	0	0	0	0
382463da5400c629f85355e118ab6302	3	0	10	5	9	5	0	0	0	4	0	0
de93d1d383b180b2ec382c881b0b53fe	0	16	0	0	0	0	5	0	9	0	0	6
eac57497a4f7233f882dc53dcfbec782	0	10	6	7	6	0	0	0	0	7	0	0
ff5f492f7d2808d72091a7181eccedb9	0	0	0	0	18	0	0	10	0	0	8	0
262259af1422a097100b3380887e9d04	0	0	0	0	0	0	0	36	0	0	0	0
b9b75b086702490c5a9e23b4c29ffaf7	15	0	6	10	0	0	0	0	0	0	0	4
28fcf9376ac1343fd4b0d4179b34526a	15	0	9	11	0	0	0	0	0	0	0	0
a0dd5bb9c5a5c9e056ed83fa0c829e4d	14	0	0	0	13	0	0	8	0	0	0	0
739fe07aa92f7a9f0205299c855dd428	13	0	12	0	0	0	0	5	0	0	5	0
c97ec79ca5c4084450b3b67e47f8561f	12	5	4	0	5	5	0	0	4	0	0	0
6e600d5922fcf6ad1981bc2885811a14	10	0	6	12	7	0	0	0	0	0	0	0
3576be31d38dab6ccfd505079ddbe3ce	10	0	0	9	4	6	0	0	0	3	3	0
a696235e00e509ac2eed82b7f082c06a	6	9	8	0	7	5	0	0	0	0	0	0
ce29a9304efb97745ee232572854006a	5	7	6	4	0	8	0	0	0	3	0	2
cfbe8c5048a87401fa7d76377d213a94	5	8	10	7	0	5	0	0	0	0	0	0
90cbb885712079a604d8f4c60bb7a24b	0	15	15	0	5	0	0	0	0	0	0	0
5c8fa8bbeb8b60ebe5a9582aa87f770f	0	0	0	14	11	5	0	0	5	0	0	0
730935f97ce0c80488bb11880cd6c411	0	0	0	0	35	0	0	0	0	0	0	0
